Kynjuð orð	Unnamed: 1	Unnamed: 2	Unnamed: 3	Unnamed: 4	Unnamed: 5	Unnamed: 6	Unnamed: 7	Unnamed: 8	Unnamed: 9	Unnamed: 10
angurgapi	no	k/kk		fífldjarfur maður	niðrandi/ljótt orð yfir karla	Fljótfær karlmaður, óstöðuglyndur karl				
annléri	no	k/kk		aumingi, skussi	niðrandi/ljótt orð yfir karla	Klaufskur maður, klunnalegur karl				
arlaki	no	k/kk		hrumt og vanmegna gamalmenni	niðrandi/ljótt orð yfir karla	Gamall maður				
árlaki	no	k/kk		hrumt og vanmegna gamalmenni	niðrandi/ljótt orð yfir karla	Gamall maður				
átvagl	no	k/kk		mathákur	niðrandi/ljótt orð yfir karla	Maður sem lætur mikið ofan í sig, þurftarfrekur maður				
barri	no	k/kk		þjösni, rusti	niðrandi/ljótt orð yfir karla	Grófur ruddalegur karlmaður, með óheflaða framkomu, sýnir óþokkaskap				
barri	no	k/kk		klunni, klaufi	niðrandi/ljótt orð yfir karla	Klaufskur maður, klunnalegur karl				
bedemi	no	k/kk		dúdemi, afstyrmi	niðrandi/ljótt orð yfir karla	Grófur ruddalegur karlmaður, með óheflaða framkomu, sýnir óþokkaskap				
blína	no	k/kk		hálfgerð rola	niðrandi/ljótt orð yfir karla	Skapgerð: Daufgerður, linur, gagnslítill, latur maður; rola				
blöndulókur	no	k/kk		lítilfjörlegur maður	niðrandi/ljótt orð yfir karla	Skapgerð: Daufgerður, linur, gagnslítill, latur maður; rola				
bófi	no	k/kk		fantur, illmenni	niðrandi/ljótt orð yfir karla	Grófur ruddalegur karlmaður, með óheflaða framkomu, sýnir óþokkaskap				
borubelgur	no	k/kk		niðrandi um mann	niðrandi/ljótt orð yfir karla	Almenn ljót orð um karlmenn				
bósi	no	k/kk		kvennamaður	niðrandi/ljótt orð yfir karla	Kvensamur maður				
broðháfur	no	k/kk		ruddi, durtur	niðrandi/ljótt orð yfir karla	Grófur ruddalegur karlmaður, með óheflaða framkomu, sýnir óþokkaskap				
bulla	no	k/kk		áflogahundur, svoli, ódámur	niðrandi/ljótt orð yfir karla	Grófur ruddalegur karlmaður, með óheflaða framkomu, sýnir óþokkaskap				
bullari	no	k/kk		blaðrari, sá sem bullar	niðrandi/ljótt orð yfir karla	Masgefinn karl og oft kjöftugur				
bullukeli	no	k/kk		masgepill, blaðrari	niðrandi/ljótt orð yfir karla	Masgefinn karl og oft kjöftugur				
bullukeri	no	k/kk		masgepill, blaðrari	niðrandi/ljótt orð yfir karla	Masgefinn karl og oft kjöftugur				
bullukollur	no	k/kk		masgepill, blaðrari	niðrandi/ljótt orð yfir karla	Masgefinn karl og oft kjöftugur				
bullustampur	no	k/kk		masgepill, blaðrari	niðrandi/ljótt orð yfir karla	Masgefinn karl og oft kjöftugur				
bullustrokkur	no	k/kk		flautaþyrill, froðusnakkur	niðrandi/ljótt orð yfir karla	Fljótfær karlmaður, óstöðuglyndur karl				
búri	no	k/kk		ruddi, dóni	niðrandi/ljótt orð yfir karla	Grófur ruddalegur karlmaður, með óheflaða framkomu, sýnir óþokkaskap				
búri	no	k/kk		nískur maður, nirfill	niðrandi/ljótt orð yfir karla	Maður fastheldinn á fé				
buxnaskjóni	no	k/kk		oflátungur, spjátrungur, látsari, spóki	niðrandi/ljótt orð yfir karla	Montinn karlmaður, spjátrungur, oflátungur, drambsamur karl				
darri	no	k/kk		uppivöðslumaður, garralegur og fyrirgangsmikill maður	niðrandi/ljótt orð yfir karla	Grófur ruddalegur karlmaður, með óheflaða framkomu, sýnir óþokkaskap				
dauðablóð	no	k/kk		letingi 	niðrandi/ljótt orð yfir karla	Skapgerð: Daufgerður, linur, gagnslítill, latur maður; rola				
dauðyfli	no	k/kk		rola, skussi	niðrandi/ljótt orð yfir karla	Skapgerð: Daufgerður, linur, gagnslítill, latur maður; rola				
daufingi	no	k/kk		dauðyfli, rola, lingerður maður	niðrandi/ljótt orð yfir karla	Skapgerð: Daufgerður, linur, gagnslítill, latur maður; rola				
dellumakari	no	k/kk		skammaryrði um mann	niðrandi/ljótt orð yfir karla	Almenn ljót orð um karlmenn				
dindilhosi	no	k/kk		montrass, rogginn óábyrgur maður	niðrandi/ljótt orð yfir karla	Montinn karlmaður, spjátrungur, oflátungur, drambsamur karl				
doðneyti	no	k/kk		daufgerður maður; náttúrulaus tarfur	niðrandi/ljótt orð yfir karla	Skapgerð: Daufgerður, linur, gagnslítill, latur maður; rola				
dofningi	no	k/kk		sljór, daufur maður	niðrandi/ljótt orð yfir karla	Skapgerð: Daufgerður, linur, gagnslítill, latur maður; rola				
dofrungur	no	k/kk		daufgerður maður, rola	niðrandi/ljótt orð yfir karla	Skapgerð: Daufgerður, linur, gagnslítill, latur maður; rola				
dolifer	no	k/kk		seinn maður	niðrandi/ljótt orð yfir karla	Skapgerð: Daufgerður, linur, gagnslítill, latur maður; rola				
dónapeysa	no	k/kk		skammaryrði um dónalegan mann	niðrandi/ljótt orð yfir karla	Almenn ljót orð um karlmenn				
dóni	no	k/kk		ruddi, rusti, ókurteis maður	niðrandi/ljótt orð yfir karla	Grófur ruddalegur karlmaður, með óheflaða framkomu, sýnir óþokkaskap				
dréli	no	k/kk		drjóli, durgur	niðrandi/ljótt orð yfir karla	Grófur ruddalegur karlmaður, með óheflaða framkomu, sýnir óþokkaskap				
drellir	no	k/kk		klaufi, hlunkur	niðrandi/ljótt orð yfir karla	Klaufskur maður, klunnalegur karl				
drembildrútur	no	k/kk		hrokafullur mðaur	niðrandi/ljótt orð yfir karla					
drengræfill	no	k/kk			niðrandi/ljótt orð yfir karla	 				
drjólhakkari	no	k/kk		seinfær maður, latur	niðrandi/ljótt orð yfir karla	Skapgerð: Daufgerður, linur, gagnslítill, latur maður; rola				
drjóni	no	k/kk		ruddamenni	niðrandi/ljótt orð yfir karla	Grófur ruddalegur karlmaður, með óheflaða framkomu, sýnir óþokkaskap				
dröttólfur	no	k/kk		slóði skussi	niðrandi/ljótt orð yfir karla	Skapgerð: Daufgerður, linur, gagnslítill, latur maður; rola				
dröttull	no	k/kk		dröttólfur	niðrandi/ljótt orð yfir karla	Skapgerð: Daufgerður, linur, gagnslítill, latur maður; rola				
dröttungur	no	k/kk		latur maður	niðrandi/ljótt orð yfir karla	Skapgerð: Daufgerður, linur, gagnslítill, latur maður; rola				
drubbi	no	k/kk		durgur	niðrandi/ljótt orð yfir karla	Grófur ruddalegur karlmaður, með óheflaða framkomu, sýnir óþokkaskap				
drulluháleistur	no	k/kk		ómenni, lubbi, ódámur	niðrandi/ljótt orð yfir karla	Grófur ruddalegur karlmaður, með óheflaða framkomu, sýnir óþokkaskap				
drullulurkur	no	k/kk		ómenni, lubbi, ódámur	niðrandi/ljótt orð yfir karla	Grófur ruddalegur karlmaður, með óheflaða framkomu, sýnir óþokkaskap				
drullusokkur	no	k/kk		ómenni, lubbi, ódámur	niðrandi/ljótt orð yfir karla	Grófur ruddalegur karlmaður, með óheflaða framkomu, sýnir óþokkaskap				
drumbur	no	k/kk		stirðlegur maður, þur í viðmóti	niðrandi/ljótt orð yfir karla	Skapgerð: Geðstirður, uppstökkur maður				
drussi	no	k/kk		rusti, durtur, dóni	niðrandi/ljótt orð yfir karla	Grófur ruddalegur karlmaður, með óheflaða framkomu, sýnir óþokkaskap				
drútur	no	k/kk		durtslegur maður, ódaunn; lélegur hrútur	niðrandi/ljótt orð yfir karla	Skapgerð: Geðstirður, uppstökkur maður				
drymbildrútur	no	k/kk		drumbslegur maður	niðrandi/ljótt orð yfir karla	Skapgerð: Geðstirður, uppstökkur maður				
duddari	no	k/kk		seinlátur maður	niðrandi/ljótt orð yfir karla	Skapgerð: Daufgerður, linur, gagnslítill, latur maður; rola				
duddi	no	k/kk		seinlátur maður	niðrandi/ljótt orð yfir karla	Skapgerð: Daufgerður, linur, gagnslítill, latur maður; rola				
dúdemi	no	k/kk		afstyrmi, ódemi, bedemi	niðrandi/ljótt orð yfir karla	Grófur ruddalegur karlmaður, með óheflaða framkomu, sýnir óþokkaskap				
dúði	no	k/kk		duddi, seinlátur maður	niðrandi/ljótt orð yfir karla	Skapgerð: Daufgerður, linur, gagnslítill, latur maður; rola				
durgur	no	k/kk		ruddi, rusti 	niðrandi/ljótt orð yfir karla	Grófur ruddalegur karlmaður, með óheflaða framkomu, sýnir óþokkaskap				
durni	no	k/kk		durtur	niðrandi/ljótt orð yfir karla	Grófur ruddalegur karlmaður, með óheflaða framkomu, sýnir óþokkaskap				
durtur	no	k/kk		rusti, drussi	niðrandi/ljótt orð yfir karla	Grófur ruddalegur karlmaður, með óheflaða framkomu, sýnir óþokkaskap				
dusilmenni	no	k/kk		ómenni	niðrandi/ljótt orð yfir karla	Grófur ruddalegur karlmaður, með óheflaða framkomu, sýnir óþokkaskap				
dusungur	no	k/kk		seinlátur maður en þó seigur	niðrandi/ljótt orð yfir karla	Skapgerð: Daufgerður, linur, gagnslítill, latur maður; rola				
dúsungur	no	k/kk		seinlátur maður en þó seigur	niðrandi/ljótt orð yfir karla	Skapgerð: Daufgerður, linur, gagnslítill, latur maður; rola				
eiturkveita	no	k/kk		illyrmi, ódráttur, harður maður	niðrandi/ljótt orð yfir karla	Grófur ruddalegur karlmaður, með óheflaða framkomu, sýnir óþokkaskap				
eiturnaggur	no	k/kk		illyrmi, ódráttur, harður maður	niðrandi/ljótt orð yfir karla	Grófur ruddalegur karlmaður, með óheflaða framkomu, sýnir óþokkaskap				
eiturnagli	no	k/kk		illyrmi, ódráttur, harður maður	niðrandi/ljótt orð yfir karla	Grófur ruddalegur karlmaður, með óheflaða framkomu, sýnir óþokkaskap				
fáki	no	k/kk		fljótfær maður	niðrandi/ljótt orð yfir karla	Fljótfær karlmaður, óstöðuglyndur karl				
fákur	no	k/kk		fljótfær maður	niðrandi/ljótt orð yfir karla	Fljótfær karlmaður, óstöðuglyndur karl				
fantur	no	k/kk		harðleikinn, óvæginn maður	niðrandi/ljótt orð yfir karla	Grófur ruddalegur karlmaður, með óheflaða framkomu, sýnir óþokkaskap				
fatalúði	no	k/kk		dúði	niðrandi/ljótt orð yfir karla	Skapgerð: Daufgerður, linur, gagnslítill, latur maður; rola				
fauskur	no	k/kk		gamall og slitinn maður	niðrandi/ljótt orð yfir karla	Gamall maður				
féníðingur	no	k/kk		nirfill, svíðingur	niðrandi/ljótt orð yfir karla	Maður fastheldinn á fé				
flagari	no	k/kk		kvennabósi, hrappur í kvennamálum	niðrandi/ljótt orð yfir karla	Kvensamur maður				
flágellir	no	k/kk		hávær, flámæltur maður	niðrandi/ljótt orð yfir karla	Hávaðamaður				
flaki	no	k/kk		léttúðugur maður	niðrandi/ljótt orð yfir karla	Kvensamur maður				
flautaþyrill	no	k/kk		óstöðuglyndur maður, sá sem er með hringlandahátt	niðrandi/ljótt orð yfir karla	Fljótfær karlmaður, óstöðuglyndur karl				
flosi	no	k/kk		hviklyndur, léttúðugur maður í kvennamálum	niðrandi/ljótt orð yfir karla	Kvensamur maður				
flösungur	no	k/kk		flysjungur, hvikull maður	niðrandi/ljótt orð yfir karla	Kvensamur maður				
flottræfill	no	k/kk		oflátungur, spjátrungur, látsari, spóki	niðrandi/ljótt orð yfir karla	Montinn karlmaður, spjátrungur, oflátungur, drambsamur karl				
fluðrukollur	no	k/kk		fljótfær, óðagotslegur maður	niðrandi/ljótt orð yfir karla	Fljótfær karlmaður, óstöðuglyndur karl				
fluðruvaskur	no	k/kk		maður sem ekki er mikið að marka þott mikið segi	niðrandi/ljótt orð yfir karla	Falskur, óáreiðanlegur karlmaður				
flughani	no	k/kk		fljótfær maður og laus í rásinni	niðrandi/ljótt orð yfir karla	Fljótfær karlmaður, óstöðuglyndur karl				
flumbrari	no	k/kk		fljótfær maður	niðrandi/ljótt orð yfir karla	Fljótfær karlmaður, óstöðuglyndur karl				
flysjungur	no	k/kk		spjátrungur	niðrandi/ljótt orð yfir karla	Montinn karlmaður, spjátrungur, oflátungur, drambsamur karl				
flysjungur	no	k/kk		hvikull maður, flagari	niðrandi/ljótt orð yfir karla	Kvensamur maður				
fóhorn	no	k/kk		stríðinn maður, meinhorn	niðrandi/ljótt orð yfir karla	Stríðinn karlmaður, hrekkjóttur maður				
freysgeldingur	no	k/kk		rolumenni, gauð, manngarmur	niðrandi/ljótt orð yfir karla	Skapgerð: Daufgerður, linur, gagnslítill, latur maður; rola				
frillusonur	no	k/kk			niðrandi/ljótt orð yfir karla	 				
froðusnakkur	no	k/kk		blaðrari, sá sem talar innantómum orðum	niðrandi/ljótt orð yfir karla	Masgefinn karl og oft kjöftugur				
frumti	no	k/kk		ruddi, frunti	niðrandi/ljótt orð yfir karla	Grófur ruddalegur karlmaður, með óheflaða framkomu, sýnir óþokkaskap				
frunti	no	k/kk		ruddi, dóni, tillitslaus maður	niðrandi/ljótt orð yfir karla	Grófur ruddalegur karlmaður, með óheflaða framkomu, sýnir óþokkaskap				
fuðra	no	k/kk		skapbráður maður	niðrandi/ljótt orð yfir karla	Skapgerð: Geðstirður, uppstökkur maður				
fugl	no	k/kk		spjátrungur	niðrandi/ljótt orð yfir karla	Montinn karlmaður, spjátrungur, oflátungur, drambsamur karl	x			
fúlmenni	no	k/kk		óþokki, ódrengur	niðrandi/ljótt orð yfir karla	Grófur ruddalegur karlmaður, með óheflaða framkomu, sýnir óþokkaskap				
funi	no	k/kk		bráðlyndur maður ; viljugur hestur	niðrandi/ljótt orð yfir karla	Skapgerð: Geðstirður, uppstökkur maður	x			
fýlukoppur	no	k/kk		luntardallur, illa lyntur maður	niðrandi/ljótt orð yfir karla	Skapgerð: Geðstirður, uppstökkur maður				
fýlupoki	no	k/kk		luntardallur, illa lyntur maður	niðrandi/ljótt orð yfir karla	Skapgerð: Geðstirður, uppstökkur maður				
fýlupungur	no	k/kk		niðrandi í samsetningum um menn	niðrandi/ljótt orð yfir karla	Almenn ljót orð um karlmenn				
fýlupungur	no	k/kk		fúllyndur maður	niðrandi/ljótt orð yfir karla	Skapgerð: Geðstirður, uppstökkur maður				
fýlutrantur	no	k/kk		luntardallur, illa lyntur maður	niðrandi/ljótt orð yfir karla	Skapgerð: Geðstirður, uppstökkur maður				
galahjallur	no	k/kk		hávær, fjasgefinn maður	niðrandi/ljótt orð yfir karla	Hávaðamaður				
gáli	no	k/kk		hrekkjalómur	niðrandi/ljótt orð yfir karla	Stríðinn karlmaður, hrekkjóttur maður				
gámur	no	k/kk		mathákur	niðrandi/ljótt orð yfir karla	Maður sem lætur mikið ofan í sig, þurftarfrekur maður				
gandálfur	no	k/kk		gösulegur strákur	niðrandi/ljótt orð yfir karla	Almennt ljót orð um stráka				
gandólfur	no	k/kk		grófgerður maður	niðrandi/ljótt orð yfir karla	Grófur ruddalegur karlmaður, með óheflaða framkomu, sýnir óþokkaskap				
gapi	no	k/kk		fífldjarfur maður óvarkár maður	niðrandi/ljótt orð yfir karla	Fljótfær karlmaður, óstöðuglyndur karl				
gari	no	k/kk		dramblátur maður	niðrandi/ljótt orð yfir karla	Montinn karlmaður, spjátrungur, oflátungur, drambsamur karl				
gári	no	k/kk		hrekkjóttur maður	niðrandi/ljótt orð yfir karla	Stríðinn karlmaður, hrekkjóttur maður				
garri	no	k/kk		rosti, frekja	niðrandi/ljótt orð yfir karla	Grófur ruddalegur karlmaður, með óheflaða framkomu, sýnir óþokkaskap				
gasi	no	k/kk		ofsafenginn og óvarkár maður	niðrandi/ljótt orð yfir karla	Fljótfær karlmaður, óstöðuglyndur karl				
gassi	no	k/kk		spjátrungur, gortari	niðrandi/ljótt orð yfir karla	Montinn karlmaður, spjátrungur, oflátungur, drambsamur karl				
gauð	no	k/kk		raggeit, vesældarlegur maður	niðrandi/ljótt orð yfir karla	Skapgerð: Daufgerður, linur, gagnslítill, latur maður; rola				
gaufari	no	k/kk		seinlátur maður	niðrandi/ljótt orð yfir karla	Skapgerð: Daufgerður, linur, gagnslítill, latur maður; rola				
gaur	no	k/kk		strákur, óþokki, dóni	niðrandi/ljótt orð yfir karla	Almenn ljót orð um karlmenn				
gauti	no	k/kk		gangmikill strákur	niðrandi/ljótt orð yfir karla	Almennt ljót orð um stráka				
geðlúða	no	k/kk		geðlaus maður	niðrandi/ljótt orð yfir karla	Skapgerð: Daufgerður, linur, gagnslítill, latur maður; rola				
gemlingur	no	k/kk		strákur, piltungur, manngarmur; veturgömul kind	niðrandi/ljótt orð yfir karla	Almennt ljót orð um stráka				
gemsi	no	k/kk		ómerkilegur strákur (maður); gemlingur	niðrandi/ljótt orð yfir karla	Almennt ljót orð um stráka				
gepill	no	k/kk		ómenni	niðrandi/ljótt orð yfir karla	Grófur ruddalegur karlmaður, með óheflaða framkomu, sýnir óþokkaskap				
gikkur	no	k/kk		drembinn maður, oflátungur	niðrandi/ljótt orð yfir karla	Montinn karlmaður, spjátrungur, oflátungur, drambsamur karl				
gissari	no	k/kk		gortari	niðrandi/ljótt orð yfir karla	Montinn karlmaður, spjátrungur, oflátungur, drambsamur karl				
gjálífismaður	no	k/kk			niðrandi/ljótt orð yfir karla					
gjálífisseggur	no	k/kk			niðrandi/ljótt orð yfir karla					
glæél	no	k/kk		manngarmur	niðrandi/ljótt orð yfir karla	Skapgerð: Daufgerður, linur, gagnslítill, latur maður; rola				
glæfrarokkur	no	k/kk		klækismaður, varasamur maður	niðrandi/ljótt orð yfir karla	Falskur, óáreiðanlegur karlmaður				
glammi	no	k/kk		hávær kjaftaskúmur	niðrandi/ljótt orð yfir karla	Hávaðamaður				
glammi	no	k/kk		bullari, blaðrari	niðrandi/ljótt orð yfir karla	Masgefinn karl og oft kjöftugur				
glanni	no	k/kk		fljótfær, fífldjarfur maður	niðrandi/ljótt orð yfir karla	Fljótfær karlmaður, óstöðuglyndur karl				
glaumgosi	no	k/kk			niðrandi/ljótt orð yfir karla					
gleðigosi	no	k/kk		oflátungur, flysjungur	niðrandi/ljótt orð yfir karla	Montinn karlmaður, spjátrungur, oflátungur, drambsamur karl				
glenniverk	no	k/kk		gleðigosi	niðrandi/ljótt orð yfir karla	Montinn karlmaður, spjátrungur, oflátungur, drambsamur karl				
glerjabrúsi	no	k/kk		ómerkilegur kjaftaskur	niðrandi/ljótt orð yfir karla	Masgefinn karl og oft kjöftugur				
glommur	no	k/kk		yfirgangsseggur	niðrandi/ljótt orð yfir karla	Grófur ruddalegur karlmaður, með óheflaða framkomu, sýnir óþokkaskap				
glommur	no	k/kk		hávær maður	niðrandi/ljótt orð yfir karla	Hávaðamaður				
glorri	no	k/kk		rusti, maður fyrirferðarmikill í fasi	niðrandi/ljótt orð yfir karla	Grófur ruddalegur karlmaður, með óheflaða framkomu, sýnir óþokkaskap				
gomsari	no	k/kk		oflátungur	niðrandi/ljótt orð yfir karla	Montinn karlmaður, spjátrungur, oflátungur, drambsamur karl				
göndólfur	no	k/kk		göslarastrákur	niðrandi/ljótt orð yfir karla	Almennt ljót orð um stráka				
gorlykkja	no	k/kk		mjög linur maður	niðrandi/ljótt orð yfir karla	Skapgerð: Daufgerður, linur, gagnslítill, latur maður; rola				
gortari	no	k/kk		drembinn mðaur	niðrandi/ljótt orð yfir karla	Montinn karlmaður, spjátrungur, oflátungur, drambsamur karl				
gotuskellir	no	k/kk		ólátabelgur	niðrandi/ljótt orð yfir karla	Almennt ljót orð um stráka				
götuskellir	no	k/kk		hávaðasamur og lítið greindur maður	niðrandi/ljótt orð yfir karla	Hávaðamaður				
graðhestur	no	k/kk			niðrandi/ljótt orð yfir karla					
grjónapungur	no	k/kk		niðrandi um mann	niðrandi/ljótt orð yfir karla	Almenn ljót orð um karlmenn				
grobbari	no	k/kk		maður sem grobbar	niðrandi/ljótt orð yfir karla	Montinn karlmaður, spjátrungur, oflátungur, drambsamur karl				
grobbías	no	k/kk		maður sem grobbar	niðrandi/ljótt orð yfir karla	Montinn karlmaður, spjátrungur, oflátungur, drambsamur karl				
groddi	no	k/kk		ruddafenginn maður	niðrandi/ljótt orð yfir karla	Grófur ruddalegur karlmaður, með óheflaða framkomu, sýnir óþokkaskap				
grútarháleistur	no	k/kk		svíðingur, nirfill	niðrandi/ljótt orð yfir karla	Maður fastheldinn á fé				
grútur	no	k/kk		svíðingur, nirfill	niðrandi/ljótt orð yfir karla	Maður fastheldinn á fé				
guddilon	no	k/kk		hálgerður ræfill	niðrandi/ljótt orð yfir karla	Skapgerð: Daufgerður, linur, gagnslítill, latur maður; rola				
guðsgeldingur	no	k/kk		rolumenni, gauð, manngarmur	niðrandi/ljótt orð yfir karla	Skapgerð: Daufgerður, linur, gagnslítill, latur maður; rola				
hærulangur	no	k/kk		ómerkingur 	niðrandi/ljótt orð yfir karla	Almenn ljót orð um karlmenn				
hafnagapi	no	k/kk		yfirgangssamur maður	niðrandi/ljótt orð yfir karla	Grófur ruddalegur karlmaður, með óheflaða framkomu, sýnir óþokkaskap				
hágóni	no	k/kk		maður brattur með sig	niðrandi/ljótt orð yfir karla	Montinn karlmaður, spjátrungur, oflátungur, drambsamur karl				
hákur	no	k/kk		matgráðugur maður	niðrandi/ljótt orð yfir karla	Maður sem lætur mikið ofan í sig, þurftarfrekur maður				
halljunkur	no	k/kk		dusilmenni, ótraustur maður, beggja handa járn	niðrandi/ljótt orð yfir karla	Grófur ruddalegur karlmaður, með óheflaða framkomu, sýnir óþokkaskap				
hamur	no	k/kk		skass, geðillur maður	niðrandi/ljótt orð yfir karla	Skapgerð: Geðstirður, uppstökkur maður				
hámur	no	k/kk		gámur átvagl	niðrandi/ljótt orð yfir karla	Maður sem lætur mikið ofan í sig, þurftarfrekur maður				
hani	no	k/kk		fljótfær maður og óstöðugur í rásinni	niðrandi/ljótt orð yfir karla	Fljótfær karlmaður, óstöðuglyndur karl				
harðjaxl	no	k/kk		hörkutól, harðbrjósta maður	niðrandi/ljótt orð yfir karla	Grófur ruddalegur karlmaður, með óheflaða framkomu, sýnir óþokkaskap				
harðnjáll	no	k/kk		hörkutól, harðbrjósta maður	niðrandi/ljótt orð yfir karla	Grófur ruddalegur karlmaður, með óheflaða framkomu, sýnir óþokkaskap				
harðnjóli	no	k/kk		hörkutól, harðbrjósta maður	niðrandi/ljótt orð yfir karla	Grófur ruddalegur karlmaður, með óheflaða framkomu, sýnir óþokkaskap				
hari	no	k/kk		hrani rostamenni	niðrandi/ljótt orð yfir karla	Grófur ruddalegur karlmaður, með óheflaða framkomu, sýnir óþokkaskap				
heigull	no	k/kk		bleyða, raggeit	niðrandi/ljótt orð yfir karla	Skapgerð: Daufgerður, linur, gagnslítill, latur maður; rola				
heimótti	no	k/kk		feiminn og klaufalegur mðaur	niðrandi/ljótt orð yfir karla	Klaufskur maður, klunnalegur karl				
heimótti	no	k/kk		mannleysa, rola, löðurmenni	niðrandi/ljótt orð yfir karla	Skapgerð: Daufgerður, linur, gagnslítill, latur maður; rola				
hémóna	no	k/kk		rola, sljór maður	niðrandi/ljótt orð yfir karla	Skapgerð: Daufgerður, linur, gagnslítill, latur maður; rola				
héna	no	k/kk		rola, lúpulegur maður	niðrandi/ljótt orð yfir karla	Skapgerð: Daufgerður, linur, gagnslítill, latur maður; rola				
hengilmæna	no	k/kk		dáðleysingi, verksmár maður, ónytjungur	niðrandi/ljótt orð yfir karla	Skapgerð: Daufgerður, linur, gagnslítill, latur maður; rola				
héragaukur	no	k/kk		flysjungslegur maður	niðrandi/ljótt orð yfir karla	Montinn karlmaður, spjátrungur, oflátungur, drambsamur karl				
hérakoppur	no	k/kk		undirlægjulegur maður	niðrandi/ljótt orð yfir karla	Falskur, óáreiðanlegur karlmaður				
héri	no	k/kk		hégómlegur maður	niðrandi/ljótt orð yfir karla	Montinn karlmaður, spjátrungur, oflátungur, drambsamur karl				
héri	no	k/kk		hugleysingi raggeit	niðrandi/ljótt orð yfir karla	Skapgerð: Daufgerður, linur, gagnslítill, latur maður; rola				
hérvillingur	no	k/kk		hjáræna, hjárænulegur maður	niðrandi/ljótt orð yfir karla	Skapgerð: Daufgerður, linur, gagnslítill, latur maður; rola				
heybrók	no	k/kk		bleyða, hugleysingi	niðrandi/ljótt orð yfir karla	Skapgerð: Daufgerður, linur, gagnslítill, latur maður; rola				
himbrimi	no	k/kk		hvikull maður, flagari, spjátrungur	niðrandi/ljótt orð yfir karla	Montinn karlmaður, spjátrungur, oflátungur, drambsamur karl				
hjáræna	no	k/kk		sauðarlegur maður	niðrandi/ljótt orð yfir karla	Skapgerð: Daufgerður, linur, gagnslítill, latur maður; rola				
hlaupgosi	no	k/kk		lausingi, óstöðugur maður	niðrandi/ljótt orð yfir karla	Fljótfær karlmaður, óstöðuglyndur karl				
hlésari	no	k/kk		sérhlífinn maður	niðrandi/ljótt orð yfir karla	Skapgerð: Daufgerður, linur, gagnslítill, latur maður; rola				
höfuðhleypingur	no	k/kk		maður óstöðugur í rásinni	niðrandi/ljótt orð yfir karla	Fljótfær karlmaður, óstöðuglyndur karl				
hólbrók	no	k/kk		sjálfhælinn maður	niðrandi/ljótt orð yfir karla	Montinn karlmaður, spjátrungur, oflátungur, drambsamur karl				
